Date,Open,High,Low,Close,Volume
2025-01-07,1222.0,1244.5,1221.25,1240.85,10070505.0
2025-01-08,1249.0,1271.05,1245.35,1265.5,19346579.0
2025-01-09,1267.0,1269.75,1248.05,1254.75,12794704.0
2025-01-10,1253.85,1256.75,1236.0,1241.9,8120332.0
2025-01-13,1230.0,1245.25,1226.4,1239.85,13764861.0
2025-01-14,1244.1,1253.35,1227.25,1238.75,13095266.0
2025-01-15,1244.95,1257.0,1241.85,1252.2,9578856.0
2025-01-16,1258.9,1275.0,1251.3,1266.45,14117603.0
2025-01-17,1322.25,1326.0,1285.0,1302.35,29366277.0
2025-01-20,1316.0,1316.0,1300.25,1305.45,14040244.0
2025-01-21,1310.5,1313.0,1270.2,1273.7,14562976.0
2025-01-22,1278.3,1282.9,1268.7,1277.1,10273590.0
2025-01-23,1263.2,1263.2,1263.2,1263.2,1096295.0
2025-01-23,1270.0,1277.35,1261.6,1263.65,8720682.0
2025-01-24,1266.0,1273.0,1243.5,1246.3,14235970.0
2025-01-27,1239.1,1240.45,1220.0,1229.35,9536019.0
2025-01-28,1238.0,1244.75,1218.5,1234.4,10568025.0
2025-01-29,1236.0,1242.75,1228.05,1235.5,5928156.0
2025-01-30,1235.55,1257.0,1232.4,1253.05,9269259.0
2025-01-31,1255.85,1267.0,1249.0,1265.1,6584612.0
2025-02-01,1265.1,1270.55,1241.0,1264.6,7118453.0
2025-02-03,1251.0,1256.0,1237.55,1245.9,9252345.0
2025-02-04,1248.05,1288.8,1246.6,1285.2,16691069.0
2025-02-05,1282.65,1290.5,1276.7,1278.2,10112028.0
2025-02-06,1273.7,1288.0,1270.35,1281.55,9956001.0
2025-02-07,1276.15,1283.7,1262.0,1266.7,8764283.0
2025-02-10,1264.5,1266.5,1245.55,1253.65,6970972.0
2025-02-11,1264.55,1264.55,1230.1,1234.85,8859714.0
2025-02-12,1219.45,1226.9,1193.35,1216.55,21131654.0
2025-02-13,1217.05,1228.0,1212.0,1216.1,8511216.0
2025-02-14,1219.0,1224.0,1205.45,1217.25,10298145.0
2025-02-17,1211.1,1227.5,1204.5,1224.9,8166683.0
2025-02-18,1224.85,1229.9,1216.1,1225.4,6673250.0
2025-02-19,1219.5,1232.75,1217.55,1227.45,6217338.0
2025-02-20,1223.95,1239.35,1222.0,1233.0,7795582.0
2025-02-21,1228.7,1240.0,1222.15,1228.15,6904025.0
2025-02-24,1216.55,1223.25,1210.5,1214.55,7172498.0
2025-02-25,1211.0,1221.0,1201.5,1204.0,11552182.0
2025-02-27,1212.8,1215.0,1200.65,1207.1,11509215.0
2025-02-28,1202.0,1217.35,1193.3,1200.1,23007298.0
2025-03-03,1204.0,1206.45,1156.0,1171.25,17944938.0
2025-03-04,1162.2,1174.0,1159.55,1161.9,11377373.0
2025-03-05,1161.0,1183.0,1157.0,1175.6,8664095.0
2025-03-06,1197.0,1213.95,1185.15,1209.6,14468014.0
2025-03-07,1216.0,1254.8,1212.0,1249.8,16474965.0
2025-03-10,1245.0,1258.0,1235.4,1238.4,11931051.0
2025-03-11,1240.0,1249.5,1229.75,1247.3,10089838.0
2025-03-12,1258.0,1263.0,1244.0,1257.05,11977555.0
2025-03-13,1260.05,1264.15,1243.85,1247.9,9505270.0
2025-03-17,1242.15,1257.4,1233.1,1238.85,16640952.0
2025-03-18,1244.7,1248.35,1235.0,1238.8,15745877.0
2025-03-18,1238.85,1238.85,1238.85,1238.85,170000.0
2025-03-19,1241.05,1253.25,1238.8,1247.15,16162399.0
2025-03-20,1251.85,1273.0,1250.05,1269.15,15971477.0
2025-03-21,1275.0,1281.0,1270.1,1276.35,21780769.0
2025-03-24,1291.0,1306.0,1284.25,1302.1,20299319.0
2025-03-25,1307.7,1307.7,1282.6,1285.45,13713899.0
2025-03-26,1291.0,1293.8,1268.75,1273.05,12074747.0
2025-03-27,1278.15,1285.0,1271.3,1278.2,15028056.0
2025-03-28,1280.0,1295.75,1269.0,1275.1,18147129.0
2025-04-01,1264.6,1277.9,1249.3,1252.6,12099648.0
2025-04-02,1247.55,1255.55,1243.9,1251.15,10142590.0
2025-04-03,1233.05,1251.8,1233.05,1248.7,7434366.0
2025-04-04,1241.1,1245.45,1193.15,1204.7,17908652.0
2025-04-07,1132.2,1171.25,1114.85,1165.7,22156106.0
2025-04-08,1172.0,1196.6,1163.3,1182.2,19555040.0
2025-04-09,1169.5,1189.8,1168.0,1185.35,10223104.0
2025-04-11,1195.15,1222.65,1195.15,1218.95,11224242.0
2025-04-15,1251.0,1251.0,1237.1,1240.1,13378535.0
2025-04-16,1234.1,1240.9,1229.0,1239.3,8248464.0
2025-04-17,1240.2,1280.2,1227.6,1274.5,15398401.0
2025-04-21,1270.0,1300.9,1267.0,1295.5,10429964.0
2025-04-22,1300.0,1303.9,1286.3,1291.2,13051707.0
2025-04-23,1297.0,1306.0,1285.4,1300.0,10480888.0
2025-04-24,1292.4,1304.5,1290.3,1301.6,10468940.0
2025-04-25,1303.5,1325.2,1288.1,1300.4,14431012.0
2025-04-28,1340.0,1374.6,1320.2,1368.8,31104496.0
2025-04-29,1371.0,1410.9,1370.0,1399.7,32538970.0
2025-04-30,1402.0,1412.4,1369.0,1405.0,25480745.0
2025-05-02,1414.0,1426.7,1409.1,1422.4,17535402.0
2025-05-05,1431.0,1439.5,1426.9,1431.3,12685649.0
2025-05-06,1431.0,1432.0,1410.6,1420.9,14084117.0
2025-05-07,1420.9,1424.4,1402.7,1406.0,13440169.0
2025-05-08,1404.1,1420.8,1398.0,1407.0,16106175.0
